50	8000
100	14000
150	23000
200	29000
250	39000
300	47000
350	57000
400	64000
450	75000
500	84000
550	94000
600	102000
650	112000
700	124000
750	130000
800	141000
850	151000
900	160000
950	172000
1000	181000
1050	192000
1100	203000
1150	211000
1200	221000
1250	232000
1300	253000
1350	226000
1400	235000
1450	243000
1500	248000
1550	261000
1600	272000
1650	280000
1700	290000
1750	302000
1800	306000
1850	318000
1900	328000
1950	359000
2000	347000
2050	352000
2100	370000
2150	376000
2200	387000
2250	405000
2300	402000
2350	414000
2400	460000
2450	455000
2500	429000
2550	435000
2600	447000
2650	456000
2700	468000
2750	477000
2800	489000
2850	491000
2900	502000
2950	517000
3000	520000
3050	528000
3100	542000
3150	557000
3200	566000
3250	643000
3300	633000
3350	631000
3400	636000
3450	648000
3500	679000
3550	674000
3600	679000
3650	698000
3700	709000
3750	729000
3800	737000
3850	738000
3900	710000
3950	744000
4000	770000
4050	759000
4100	755000
4150	803000
4200	799000
4250	772000
4300	794000
4350	795000
4400	813000
4450	825000
4500	833000
4550	829000
4600	804000
4650	846000
4700	835000
4750	850000
4800	838000
4850	818000
4900	835000
4950	840000
5000	817000
5050	825000
5100	860000
5150	838000
5200	869000
5250	864000
5300	875000
5350	879000
5400	890000
5450	945000
5500	972000
5550	945000
5600	971000
5650	976000
5700	1007000
5750	1010000
5800	1015000
5850	1079000
5900	999000
5950	1006000
6000	1023000
6050	1066000
6100	1045000
6150	1099000
6200	1020000
6250	1030000
6300	1031000
6350	1021000
6400	1025000
6450	1034000
6500	1027000
6550	1062000
6600	1029000
6650	1041000
6700	1015000
6750	1029000
6800	1031000
6850	1046000
6900	1051000
6950	1054000
7000	1107000
7050	1116000
7100	1190000
7150	1079000
7200	1085000
7250	1090000
7300	1130000
7350	1168000
7400	1200000
7450	1108000
7500	1203000
7550	1126000
7600	1149000
7650	1140000
7700	1143000
7750	1154000
7800	1347000
7850	1391000
7900	1231000
7950	1371000
8000	1395000
8050	1288000
8100	1303000
8150	1209000
8200	1212000
8250	1260000
8300	1289000
8350	1321000
8400	1463000
8450	1426000
8500	1391000
8550	1333000
8600	1440000
8650	1390000
8700	1457000
8750	1325000
8800	1330000
8850	1340000
8900	1349000
8950	1361000
9000	1359000
9050	1328000
9100	1399000
9150	1337000
9200	1342000
9250	1350000
9300	1523000
9350	1343000
9400	1308000
9450	1428000
9500	1424000
9550	1339000
9600	1352000
9650	1359000
9700	1361000
9750	1367000
9800	1377000
9850	1410000
9900	1498000
9950	1405000
10000	1410000
10050	1414000
10100	1423000
10150	1529000
10200	1432000
10250	1566000
10300	1445000
10350	1454000
10400	1466000
10450	1473000
10500	1550000
10550	1492000
10600	1498000
10650	1860000
10700	1530000
10750	1522000
10800	2093000
10850	1549000
10900	1840000
10950	1753000
11000	1660000
11050	1662000
11100	1702000
11150	1678000
11200	1681000
11250	1682000
11300	1821000
11350	1705000
11400	1778000
11450	1719000
11500	1718000
11550	1713000
11600	1796000
11650	1664000
11700	1707000
11750	1736000
11800	1682000
11850	1687000
11900	1696000
11950	1881000
12000	1748000
12050	1714000
12100	1726000
12150	1735000
12200	1804000
12250	1966000
12300	1782000
12350	2048000
12400	1775000
12450	1783000
12500	1801000
12550	1901000
12600	1849000
12650	1829000
12700	1828000
12750	1839000
12800	1849000
12850	2401000
12900	1863000
12950	1868000
13000	1974000
13050	2314000
13100	2166000
13150	2010000
13200	2013000
13250	2017000
13300	2027000
13350	2087000
13400	2259000
13450	2362000
13500	2060000
13550	2123000
13600	2073000
13650	2172000
13700	2099000
13750	2107000
13800	2189000
13850	2115000
13900	2273000
13950	2133000
14000	2137000
14050	2041000
14100	2039000
14150	2151000
14200	2053000
14250	2126000
14300	2060000
14350	2064000
14400	2079000
14450	2409000
14500	2096000
14550	2143000
14600	2280000
14650	2359000
14700	2324000
14750	2145000
14800	2157000
14850	2166000
14900	2995000
14950	2198000
15000	2195000
15050	2230000
15100	2382000
15150	2409000
15200	2351000
15250	2665000
15300	2410000
15350	2368000
15400	2492000
15450	2391000
15500	2444000
15550	2407000
15600	2665000
15650	2850000
15700	2475000
15750	2434000
15800	2440000
15850	2603000
15900	2498000
15950	2469000
16000	2474000
16050	2573000
16100	2395000
16150	2642000
16200	3041000
16250	2620000
16300	2509000
16350	2511000
16400	2560000
16450	2611000
16500	2579000
16550	2587000
16600	2497000
16650	2442000
16700	2635000
16750	2473000
16800	2480000
16850	2521000
16900	2662000
16950	2517000
17000	2514000
17050	2535000
17100	2574000
17150	2904000
17200	2698000
17250	2705000
17300	2787000
17350	2773000
17400	2572000
17450	2747000
17500	3023000
17550	3086000
17600	3077000
17650	4360000
17700	2975000
17750	2943000
17800	2883000
17850	2992000
17900	3103000
17950	3063000
18000	2957000
18050	3098000
18100	2927000
18150	2832000
18200	2942000
18250	2975000
18300	2868000
18350	2873000
18400	2865000
18450	2940000
18500	2888000
18550	2931000
18600	2921000
18650	2966000
18700	2779000
18750	2825000
18800	2833000
18850	3337000
18900	2829000
18950	2832000
19000	3512000
19050	3050000
19100	3198000
19150	3047000
19200	3136000
19250	3109000
19300	3272000
19350	3161000
19400	2988000
19450	2966000
19500	2968000
19550	3094000
19600	2951000
19650	2998000
19700	2981000
19750	3093000
19800	3064000
19850	3061000
19900	3087000
19950	2997000
